이름,추천수,별점수,총화수,요일,1화링크,상세페이지 URL,장르모음,웹툰보는곳
금요일 베스트,2,5.0,12,금요일,https://newtoki307.com/webtoon/205611?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/205610/%EA%B8%88%EC%9A%94%EC%9D%BC-%EB%B2%A0%EC%8A%A4%ED%8A%B8?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,한국",
축사객,3,0.0,27,금요일,https://newtoki307.com/webtoon/192032?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/192029/%EC%B6%95%EC%82%AC%EA%B0%9D?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"무협,한국",
천마서생,1,4.0,31,금요일,https://newtoki307.com/webtoon/192021?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/192020/%EC%B2%9C%EB%A7%88%EC%84%9C%EC%83%9D?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"무협,한국",
태극지존,3,0.0,41,금요일,https://newtoki307.com/webtoon/176009?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/176005/%ED%83%9C%EA%B7%B9%EC%A7%80%EC%A1%B4?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"무협,한국",
반전의 세계: 불시착한 여행자들,6,0.0,8,금요일,https://newtoki307.com/webtoon/159628?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/139350/%EB%B0%98%EC%A0%84%EC%9D%98-%EC%84%B8%EA%B3%84-%EB%B6%88%EC%8B%9C%EC%B0%A9%ED%95%9C-%EC%97%AC%ED%96%89%EC%9E%90%EB%93%A4?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,한국",
여학생 기숙사,1,5.0,70,금요일,https://newtoki307.com/webtoon/49607?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/48873/%EC%97%AC%ED%95%99%EC%83%9D-%EA%B8%B0%EC%88%99%EC%82%AC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,한국",
도박사의 유산,3,5.0,20,금요일,https://newtoki307.com/webtoon/91320?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/91265/%EB%8F%84%EB%B0%95%EC%82%AC%EC%9D%98-%EC%9C%A0%EC%82%B0?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,드라마,한국",
막장검(올컬러),0,0.0,25,금요일,https://newtoki307.com/webtoon/163939?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/148651/%EB%A7%89%EC%9E%A5%EA%B2%80-%EC%98%AC%EC%BB%AC%EB%9F%AC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,한국,
총사,1,1.5,19,금요일,https://newtoki307.com/webtoon/114781?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/114704/%EC%B4%9D%EC%82%AC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,무협,한국",
고등패왕전기,0,0.0,21,금요일,https://newtoki307.com/webtoon/91620?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/91532/%EA%B3%A0%EB%93%B1%ED%8C%A8%EC%99%95%EC%A0%84%EA%B8%B0?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,학원,한국",
공손세가,0,0.0,15,금요일,https://newtoki307.com/webtoon/91469?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/91437/%EA%B3%B5%EC%86%90%EC%84%B8%EA%B0%80?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,무협,한국",
금사,2,0.0,47,금요일,https://newtoki307.com/webtoon/51972?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/51307/%EA%B8%88%EC%82%AC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
스트라이커G,0,0.0,25,금요일,https://newtoki307.com/webtoon/48625?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/47853/%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%B4%EC%BB%A4G?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
구팀장은 남신,2,0.0,53,금요일,https://newtoki307.com/webtoon/46366?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/46266/%EA%B5%AC%ED%8C%80%EC%9E%A5%EC%9D%80-%EB%82%A8%EC%8B%A0?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,한국,
남은 생에 스무번쯤,0,0.0,42,금요일,https://newtoki307.com/webtoon/47470?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/46714/%EB%82%A8%EC%9D%80-%EC%83%9D%EC%97%90-%EC%8A%A4%EB%AC%B4%EB%B2%88%EC%AF%A4?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"드라마,한국",
잇뽕,1,1.0,11,금요일,https://newtoki307.com/webtoon/132181?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/132177/%EC%9E%87%EB%BD%95?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,한국",
하악하악마,0,5.0,20,금요일,https://newtoki307.com/webtoon/118801?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/118792/%ED%95%98%EC%95%85%ED%95%98%EC%95%85%EB%A7%88?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,개그,한국",
홀더 HOLDER,0,0.0,45,금요일,https://newtoki307.com/webtoon/63275?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/50019/%ED%99%80%EB%8D%94-HOLDER?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,한국",
지옥도,0,0.0,25,금요일,https://newtoki307.com/webtoon/91310?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/91263/%EC%A7%80%EC%98%A5%EB%8F%84?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
롭플롭(Loplop),8,5.0,66,금요일,https://newtoki307.com/webtoon/48229?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/47504/%EB%A1%AD%ED%94%8C%EB%A1%AD-Loplop?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
죽기 살기로,1,0.0,46,금요일,https://newtoki307.com/webtoon/50409?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/49925/%EC%A3%BD%EA%B8%B0-%EC%82%B4%EA%B8%B0%EB%A1%9C?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,드라마,한국",
사냥꾼과 최형사,0,0.0,49,금요일,https://newtoki307.com/webtoon/48003?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/47840/%EC%82%AC%EB%83%A5%EA%BE%BC%EA%B3%BC-%EC%B5%9C%ED%98%95%EC%82%AC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
서유요마전,0,0.0,20,금요일,https://newtoki307.com/webtoon/91355?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/91270/%EC%84%9C%EC%9C%A0%EC%9A%94%EB%A7%88%EC%A0%84?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
연옥학원 시즌2,0,5.0,24,금요일,https://newtoki307.com/webtoon/49738?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/48887/%EC%97%B0%EC%98%A5%ED%95%99%EC%9B%90-%EC%8B%9C%EC%A6%8C2?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
전설의 주먹,1,0.0,4,금요일,https://newtoki307.com/webtoon/127095?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/127069/%EC%A0%84%EC%84%A4%EC%9D%98-%EC%A3%BC%EB%A8%B9?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,한국",
어바웃 제인,0,0.0,123,금요일,https://newtoki307.com/webtoon/48961?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/47888/%EC%96%B4%EB%B0%94%EC%9B%83-%EC%A0%9C%EC%9D%B8?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
블랙보이,0,5.0,88,금요일,https://newtoki307.com/webtoon/48354?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/47829/%EB%B8%94%EB%9E%99%EB%B3%B4%EC%9D%B4?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,한국",
나쁜친구,2,0.0,20,금요일,https://newtoki307.com/webtoon/121920?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/121822/%EB%82%98%EC%81%9C%EC%B9%9C%EA%B5%AC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,학원,한국",
투맨,0,5.0,83,금요일,https://newtoki307.com/webtoon/51265?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/49991/%ED%88%AC%EB%A7%A8?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,학원,한국",
제7원,0,5.0,42,금요일,https://newtoki307.com/webtoon/129582?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/129495/%EC%A0%9C7%EC%9B%90?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,드라마,한국",
킬러라인,0,5.0,93,금요일,https://newtoki307.com/webtoon/50991?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/49971/%ED%82%AC%EB%9F%AC%EB%9D%BC%EC%9D%B8?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
우리는 전쟁 중,0,0.0,53,금요일,https://newtoki307.com/webtoon/102873?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/102872/%EC%9A%B0%EB%A6%AC%EB%8A%94-%EC%A0%84%EC%9F%81-%EC%A4%91?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"개그,드라마,한국",
친하게 지내자,4,5.0,74,금요일,https://newtoki307.com/webtoon/50869?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/49956/%EC%B9%9C%ED%95%98%EA%B2%8C-%EC%A7%80%EB%82%B4%EC%9E%90?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"드라마,일상,한국",
회사를 관두는 최고의 순간,1,0.0,43,금요일,https://newtoki307.com/webtoon/52181?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/50022/%ED%9A%8C%EC%82%AC%EB%A5%BC-%EA%B4%80%EB%91%90%EB%8A%94-%EC%B5%9C%EA%B3%A0%EC%9D%98-%EC%88%9C%EA%B0%84?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"드라마,일상,한국",
첫사랑은 죽었다,0,0.0,132,금요일,https://newtoki307.com/webtoon/50619?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/49942/%EC%B2%AB%EC%82%AC%EB%9E%91%EC%9D%80-%EC%A3%BD%EC%97%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"드라마,한국",
가고싶다,3,0.0,60,금요일,https://newtoki307.com/webtoon/45898?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/45163/%EA%B0%80%EA%B3%A0%EC%8B%B6%EB%8B%A4?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"일상,한국",
트리니티 원더,12,4.5,98,금요일,https://newtoki307.com/webtoon/51537?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/49998/%ED%8A%B8%EB%A6%AC%EB%8B%88%ED%8B%B0-%EC%9B%90%EB%8D%94?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
리와 구,0,0.0,55,금요일,https://newtoki307.com/webtoon/47577?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/47505/%EB%A6%AC%EC%99%80-%EA%B5%AC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
천룡팔부M,1,0.0,8,금요일,https://newtoki307.com/webtoon/64882?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/63880/%EC%B2%9C%EB%A3%A1%ED%8C%94%EB%B6%80M?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"무협,한국",
김탐정 사용설명서,2,5.0,92,금요일,https://newtoki307.com/webtoon/46798?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/46708/%EA%B9%80%ED%83%90%EC%A0%95-%EC%82%AC%EC%9A%A9%EC%84%A4%EB%AA%85%EC%84%9C?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,한국",
카발리스트,1,0.0,45,금요일,https://newtoki307.com/webtoon/50947?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/49967/%EC%B9%B4%EB%B0%9C%EB%A6%AC%EC%8A%A4%ED%8A%B8?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,한국",
피에는 피,4,4.5,65,금요일,https://newtoki307.com/webtoon/51927?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/50014/%ED%94%BC%EC%97%90%EB%8A%94-%ED%94%BC?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,한국",
신의 저울,0,4.0,24,금요일,https://newtoki307.com/webtoon/48771?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/47862/%EC%8B%A0%EC%9D%98-%EC%A0%80%EC%9A%B8?sst=as_update&sod=desc&yoil=%EA%B8%88&page=8&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,미스터리,드라마,한국",
하라는 공부는 안하고!,53,4.5,28,토요일,https://newtoki307.com/webtoon/28185498?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28185459/%ED%95%98%EB%9D%BC%EB%8A%94-%EA%B3%B5%EB%B6%80%EB%8A%94-%EC%95%88%ED%95%98%EA%B3%A0?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
한 배를 탄 사이,70,3.0,67,토요일,https://newtoki307.com/webtoon/20898729?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20898642/%ED%95%9C-%EB%B0%B0%EB%A5%BC-%ED%83%84-%EC%82%AC%EC%9D%B4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
호랑이님의 딸이 되었습니다,69,2.5,40,토요일,https://newtoki307.com/webtoon/27436086?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27433533/%ED%98%B8%EB%9E%91%EC%9D%B4%EB%8B%98%EC%9D%98-%EB%94%B8%EC%9D%B4-%EB%90%98%EC%97%88%EC%8A%B5%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
정부는 도망친다,38,2.5,48,토요일,https://newtoki307.com/webtoon/24278558?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24277856/%EC%A0%95%EB%B6%80%EB%8A%94-%EB%8F%84%EB%A7%9D%EC%B9%9C%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
신데렐라를 곱게 키웠습니다,259,3.5,102,토요일,https://newtoki307.com/webtoon/7323903?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/7321676/%EC%8B%A0%EB%8D%B0%EB%A0%90%EB%9D%BC%EB%A5%BC-%EA%B3%B1%EA%B2%8C-%ED%82%A4%EC%9B%A0%EC%8A%B5%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
9클래스 소드 마스터 : 검의 구도자,35,2.5,38,토요일,https://newtoki307.com/webtoon/28309302?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28307538/9%ED%81%B4%EB%9E%98%EC%8A%A4-%EC%86%8C%EB%93%9C-%EB%A7%88%EC%8A%A4%ED%84%B0-%EA%B2%80%EC%9D%98-%EA%B5%AC%EB%8F%84%EC%9E%90?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
짐승 피해 짐승남,9,4.5,18,토요일,https://newtoki307.com/webtoon/28456104?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28417494/%EC%A7%90%EC%8A%B9-%ED%94%BC%ED%95%B4-%EC%A7%90%EC%8A%B9%EB%82%A8?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
대공님의 애완 수인,74,3.5,48,토요일,https://newtoki307.com/webtoon/22446120?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/22445613/%EB%8C%80%EA%B3%B5%EB%8B%98%EC%9D%98-%EC%95%A0%EC%99%84-%EC%88%98%EC%9D%B8?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
두 번째 남편이 절륜해서 우울하다,149,3.0,72,토요일,https://newtoki307.com/webtoon/19236621?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/19236570/%EB%91%90-%EB%B2%88%EC%A7%B8-%EB%82%A8%ED%8E%B8%EC%9D%B4-%EC%A0%88%EB%A5%9C%ED%95%B4%EC%84%9C-%EC%9A%B0%EC%9A%B8%ED%95%98%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
나 좀 빌려주세요,1,1.0,76,토요일,https://newtoki307.com/webtoon/26119628?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26118389/%EB%82%98-%EC%A2%80-%EB%B9%8C%EB%A0%A4%EC%A3%BC%EC%84%B8%EC%9A%94?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,로맨스,
짐승의 발자국,4,0.0,20,토요일,https://newtoki307.com/webtoon/31555001?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31508837/%EC%A7%90%EC%8A%B9%EC%9D%98-%EB%B0%9C%EC%9E%90%EA%B5%AD?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
망나니 소교주로 환생했다,257,3.0,104,토요일,https://newtoki307.com/webtoon/15508990?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15508954/%EB%A7%9D%EB%82%98%EB%8B%88-%EC%86%8C%EA%B5%90%EC%A3%BC%EB%A1%9C-%ED%99%98%EC%83%9D%ED%96%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
