이름,추천수,별점수,총화수,요일,1화링크,상세페이지 URL,장르모음,웹툰보는곳
킬러 배드로,25,4.5,5,토요일,https://newtoki307.com/webtoon/31536745?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31536017/%ED%82%AC%EB%9F%AC-%EB%B0%B0%EB%93%9C%EB%A1%9C?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,액션,
망치하르방,44,4.5,18,토요일,https://newtoki307.com/webtoon/29658572?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29639007/%EB%A7%9D%EC%B9%98%ED%95%98%EB%A5%B4%EB%B0%A9?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
악녀의 맞선남이 너무 완벽하다,46,3.5,25,토요일,https://newtoki307.com/webtoon/30558609?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30556665/%EC%95%85%EB%85%80%EC%9D%98-%EB%A7%9E%EC%84%A0%EB%82%A8%EC%9D%B4-%EB%84%88%EB%AC%B4-%EC%99%84%EB%B2%BD%ED%95%98%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
옆자리 짝꿍의 비밀,136,4.5,66,토요일,https://newtoki307.com/webtoon/21722295?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/21722283/%EC%98%86%EC%9E%90%EB%A6%AC-%EC%A7%9D%EA%BF%8D%EC%9D%98-%EB%B9%84%EB%B0%80?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
이세계 키잡마녀,12,5.0,1,토요일,https://newtoki307.com/webtoon/31539913?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31535513/%EC%9D%B4%EC%84%B8%EA%B3%84-%ED%82%A4%EC%9E%A1%EB%A7%88%EB%85%80?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,판타지,
마도전생기,201,3.5,35,토요일,https://newtoki307.com/webtoon/27410310?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27410196/%EB%A7%88%EB%8F%84%EC%A0%84%EC%83%9D%EA%B8%B0?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
야매 힐러로 사는 법,177,3.5,25,토요일,https://newtoki307.com/webtoon/28060236?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28060182/%EC%95%BC%EB%A7%A4-%ED%9E%90%EB%9F%AC%EB%A1%9C-%EC%82%AC%EB%8A%94-%EB%B2%95?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
황제의 검,66,3.5,14,토요일,https://newtoki307.com/webtoon/30339653?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30339497/%ED%99%A9%EC%A0%9C%EC%9D%98-%EA%B2%80?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,무협,
회귀자의 은퇴 라이프,84,3.5,7,토요일,https://newtoki307.com/webtoon/31337441?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31337345/%ED%9A%8C%EA%B7%80%EC%9E%90%EC%9D%98-%EC%9D%80%ED%87%B4-%EB%9D%BC%EC%9D%B4%ED%94%84?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
신의 눈을 가린 채 입을 맞추면,8,4.5,15,토요일,https://newtoki307.com/webtoon/31538197?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31534317/%EC%8B%A0%EC%9D%98-%EB%88%88%EC%9D%84-%EA%B0%80%EB%A6%B0-%EC%B1%84-%EC%9E%85%EC%9D%84-%EB%A7%9E%EC%B6%94%EB%A9%B4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
그다지 사랑하지 않는 그대에게,44,2.5,61,토요일,https://newtoki307.com/webtoon/20456565?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20456535/%EA%B7%B8%EB%8B%A4%EC%A7%80-%EC%82%AC%EB%9E%91%ED%95%98%EC%A7%80-%EC%95%8A%EB%8A%94-%EA%B7%B8%EB%8C%80%EC%97%90%EA%B2%8C?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
윈터 울프,83,4.5,51,토요일,https://newtoki307.com/webtoon/25304342?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25301123/%EC%9C%88%ED%84%B0-%EC%9A%B8%ED%94%84?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
혼자 걷는 새,8,3.0,42,토요일,https://newtoki307.com/webtoon/27046355?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27040241/%ED%98%BC%EC%9E%90-%EA%B1%B7%EB%8A%94-%EC%83%88?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
트로피 허즈번드,23,3.5,39,토요일,https://newtoki307.com/webtoon/27282306?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27276279/%ED%8A%B8%EB%A1%9C%ED%94%BC-%ED%97%88%EC%A6%88%EB%B2%88%EB%93%9C?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
Dick Deep!,4,3.5,14,토요일,https://newtoki307.com/webtoon/31058493?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31038453/Dick-Deep?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
"참아주세요, 대공",214,3.5,90,토요일,https://newtoki307.com/webtoon/15880155?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15880134/%EC%B0%B8%EC%95%84%EC%A3%BC%EC%84%B8%EC%9A%94-%EB%8C%80%EA%B3%B5?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
적국의 왕자로 사는 법,76,3.5,17,토요일,https://newtoki307.com/webtoon/31157849?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31150329/%EC%A0%81%EA%B5%AD%EC%9D%98-%EC%99%95%EC%9E%90%EB%A1%9C-%EC%82%AC%EB%8A%94-%EB%B2%95?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
엔드리스,2,3.5,5,토요일,https://newtoki307.com/webtoon/31537205?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31537033/%EC%97%94%EB%93%9C%EB%A6%AC%EC%8A%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
귀환했는데 입대 전날이다,282,3.5,32,토요일,https://newtoki307.com/webtoon/27277374?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27274659/%EA%B7%80%ED%99%98%ED%96%88%EB%8A%94%EB%8D%B0-%EC%9E%85%EB%8C%80-%EC%A0%84%EB%82%A0%EC%9D%B4%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
방송은 방송으로 봐,14,2.5,24,토요일,https://newtoki307.com/webtoon/27677601?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27677505/%EB%B0%A9%EC%86%A1%EC%9D%80-%EB%B0%A9%EC%86%A1%EC%9C%BC%EB%A1%9C-%EB%B4%90?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
소공녀 민트,108,3.5,68,토요일,https://newtoki307.com/webtoon/18771765?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18771705/%EC%86%8C%EA%B3%B5%EB%85%80-%EB%AF%BC%ED%8A%B8?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
10만 년째 오늘을 살던 놈,31,3.5,176,토요일,https://newtoki307.com/webtoon/17652585?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17652318/10%EB%A7%8C-%EB%85%84%EC%A7%B8-%EC%98%A4%EB%8A%98%EC%9D%84-%EC%82%B4%EB%8D%98-%EB%86%88?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
취사병 전설이 되다,355,3.0,234,토요일,https://newtoki307.com/webtoon/260008?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/259982/%EC%B7%A8%EC%82%AC%EB%B3%91-%EC%A0%84%EC%84%A4%EC%9D%B4-%EB%90%98%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"드라마,일상,한국",
더 해머,132,3.5,41,토요일,https://newtoki307.com/webtoon/25430066?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25429574/%EB%8D%94-%ED%95%B4%EB%A8%B8?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
99강화나무몽둥이,442,2.5,83,토요일,https://newtoki307.com/webtoon/20597949?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20597712/99%EA%B0%95%ED%99%94%EB%82%98%EB%AC%B4%EB%AA%BD%EB%91%A5%EC%9D%B4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,개그",
호랑이 형님,245,4.0,318,토요일,https://newtoki307.com/webtoon/1231?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/126/%ED%98%B8%EB%9E%91%EC%9D%B4-%ED%98%95%EB%8B%98?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,한국",
좀비X슬래셔,29,2.5,21,토요일,https://newtoki307.com/webtoon/27938106?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27938019/%EC%A2%80%EB%B9%84X%EC%8A%AC%EB%9E%98%EC%85%94?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
묘약마녀,36,3.5,28,토요일,https://newtoki307.com/webtoon/26996405?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26995889/%EB%AC%98%EC%95%BD%EB%A7%88%EB%85%80?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,드라마",
신입사원 강 회장,20,3.5,4,토요일,https://newtoki307.com/webtoon/31153325?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31152821/%EC%8B%A0%EC%9E%85%EC%82%AC%EC%9B%90-%EA%B0%95-%ED%9A%8C%EC%9E%A5?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,드라마",
겜잘알,19,2.5,38,토요일,https://newtoki307.com/webtoon/28383300?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28382352/%EA%B2%9C%EC%9E%98%EC%95%8C?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,판타지,
"의원, 다시 살다",317,3.5,132,토요일,https://newtoki307.com/webtoon/10044287?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10043756/%EC%9D%98%EC%9B%90-%EB%8B%A4%EC%8B%9C-%EC%82%B4%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,무협,한국",
나의 추락이 찬란하도록,81,4.5,86,토요일,https://newtoki307.com/webtoon/17554650?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17553921/%EB%82%98%EC%9D%98-%EC%B6%94%EB%9D%BD%EC%9D%B4-%EC%B0%AC%EB%9E%80%ED%95%98%EB%8F%84%EB%A1%9D?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
"나를 선택해, 플로라",5,2.0,21,토요일,https://newtoki307.com/webtoon/29803982?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29635722/%EB%82%98%EB%A5%BC-%EC%84%A0%ED%83%9D%ED%95%B4-%ED%94%8C%EB%A1%9C%EB%9D%BC?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
그녀의 이중생활,0,1.0,116,토요일,https://newtoki307.com/webtoon/733?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/105/%EA%B7%B8%EB%85%80%EC%9D%98-%EC%9D%B4%EC%A4%91%EC%83%9D%ED%99%9C?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마,한국",
템빨,1019,3.5,199,토요일,https://newtoki307.com/webtoon/1095503?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1095458/%ED%85%9C%EB%B9%A8?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
접근 불가 레이디,384,4.5,113,토요일,https://newtoki307.com/webtoon/12742863?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/12742786/%EC%A0%91%EA%B7%BC-%EB%B6%88%EA%B0%80-%EB%A0%88%EC%9D%B4%EB%94%94?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
엔딩메이커,143,4.5,53,토요일,https://newtoki307.com/webtoon/21763848?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/21762678/%EC%97%94%EB%94%A9%EB%A9%94%EC%9D%B4%EC%BB%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
바람을 실은 메아리,11,3.5,71,토요일,https://newtoki307.com/webtoon/22642671?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/22641672/%EB%B0%94%EB%9E%8C%EC%9D%84-%EC%8B%A4%EC%9D%80-%EB%A9%94%EC%95%84%EB%A6%AC?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
겨울의 글쓰기,2,5.0,37,토요일,https://newtoki307.com/webtoon/26993753?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/26993141/%EA%B2%A8%EC%9A%B8%EC%9D%98-%EA%B8%80%EC%93%B0%EA%B8%B0?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
레이디 베이비,420,3.5,194,토요일,https://newtoki307.com/webtoon/186599?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/186596/%EB%A0%88%EC%9D%B4%EB%94%94-%EB%B2%A0%EC%9D%B4%EB%B9%84?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,드라마,한국",
악당 대공님의 귀하디귀한 여동생,292,3.5,112,토요일,https://newtoki307.com/webtoon/10479937?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10479855/%EC%95%85%EB%8B%B9-%EB%8C%80%EA%B3%B5%EB%8B%98%EC%9D%98-%EA%B7%80%ED%95%98%EB%94%94%EA%B7%80%ED%95%9C-%EC%97%AC%EB%8F%99%EC%83%9D?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,드라마,한국",
초월급 엑스트라의 공략집,38,1.5,57,토요일,https://newtoki307.com/webtoon/25788956?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25788497/%EC%B4%88%EC%9B%94%EA%B8%89-%EC%97%91%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%98-%EA%B3%B5%EB%9E%B5%EC%A7%91?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
스킬빨로 레벨업,101,3.5,35,토요일,https://newtoki307.com/webtoon/28749354?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28744947/%EC%8A%A4%ED%82%AC%EB%B9%A8%EB%A1%9C-%EB%A0%88%EB%B2%A8%EC%97%85?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
킹더랜드,72,3.5,21,토요일,https://newtoki307.com/webtoon/28865025?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28863024/%ED%82%B9%EB%8D%94%EB%9E%9C%EB%93%9C?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
샤크,184,4.5,299,토요일,https://newtoki307.com/webtoon/134881?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/53170/%EC%83%A4%ED%81%AC?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
로그인 무림,772,4.5,169,토요일,https://newtoki307.com/webtoon/1663014?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1663012/%EB%A1%9C%EA%B7%B8%EC%9D%B8-%EB%AC%B4%EB%A6%BC?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
달빛 도서관,36,3.5,37,토요일,https://newtoki307.com/webtoon/28142817?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28142622/%EB%8B%AC%EB%B9%9B-%EB%8F%84%EC%84%9C%EA%B4%80?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
집착 시종으로 살아남기,79,4.0,29,토요일,https://newtoki307.com/webtoon/29408592?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29406227/%EC%A7%91%EC%B0%A9-%EC%8B%9C%EC%A2%85%EC%9C%BC%EB%A1%9C-%EC%82%B4%EC%95%84%EB%82%A8%EA%B8%B0?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
조무래기 공작가의 깡패 아기님,63,3.5,28,토요일,https://newtoki307.com/webtoon/29914302?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29910382/%EC%A1%B0%EB%AC%B4%EB%9E%98%EA%B8%B0-%EA%B3%B5%EC%9E%91%EA%B0%80%EC%9D%98-%EA%B9%A1%ED%8C%A8-%EC%95%84%EA%B8%B0%EB%8B%98?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
황녀가 깽판 침,18,2.5,26,토요일,https://newtoki307.com/webtoon/30163227?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30160717/%ED%99%A9%EB%85%80%EA%B0%80-%EA%B9%BD%ED%8C%90-%EC%B9%A8?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
망겜 속에 갇혔다,42,3.5,26,토요일,https://newtoki307.com/webtoon/30342785?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30341565/%EB%A7%9D%EA%B2%9C-%EC%86%8D%EC%97%90-%EA%B0%87%ED%98%94%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
먹이사슬,17,4.5,22,토요일,https://newtoki307.com/webtoon/31108477?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31097593/%EB%A8%B9%EC%9D%B4%EC%82%AC%EC%8A%AC?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
난 할 수 있어,22,4.5,23,토요일,https://newtoki307.com/webtoon/31108633?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31097601/%EB%82%9C-%ED%95%A0-%EC%88%98-%EC%9E%88%EC%96%B4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
아기 건물주는 이만 은퇴합니다,79,2.5,97,토요일,https://newtoki307.com/webtoon/19228047?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/19227822/%EC%95%84%EA%B8%B0-%EA%B1%B4%EB%AC%BC%EC%A3%BC%EB%8A%94-%EC%9D%B4%EB%A7%8C-%EC%9D%80%ED%87%B4%ED%95%A9%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%ED%86%A0&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
