이름,작가/그림,장르,요일,추천수,별점(총),별점(화),총화수,댓글,줄거리,이미지,플랫폼,첫화링크,업데이트
화산권마,,"액션,무협,한국",월,189,"[3.6, 118]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.3, 4.3, 4.3, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.1, 3.8, 3.7, 3.6]",175,"['a', 'b', 'c']","자신의 마을이 습격받고 유일하게 살아남은 담호, 하지만 담호는 절름발이다. 무인으로서 최악의 조건이지만 담호는 수련을 멈추지 않는다. 주변 사람들로부터 무인이 될 수 없다고 듣지만 끝까지 포기하지 않는 담호, 과연 그는 최고의 무인이 될 수 있을 것인가?",src/img/화산권마.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2021-02-15 00:00:00')]"
후작가의 역대급 막내아들,,"판타지,액션",월,435,"[2.8, 174]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.6, 4.5, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.4, 4.4, 4.4, 4.3, 4.3, 4.3, 4.3, 4.3, 4.2, 4.1, 4.1, 4.0, 4.0, 4.0, 4.0, 3.9, 3.9, 3.9, 3.8, 3.7, 3.7, 3.7, 3.7, 3.6, 3.6, 3.6, 3.5, 3.4, 3.3, 3.3, 3.2, 3.2, 3.0, 2.9, 2.9, 2.9, 2.8, 2.8, 2.5, 2.0, 0.0]",105,"['a', 'b', 'c']","명망있는 후작가의 막내아들 잭 발란티에. 남들 보다 못한 가족들 사이에서 유일하게 의지했던 건 누나 뿐! 가문 따위야 멸문을 하든 말든 미련이 없었지만, 누나의 죽음이 헛된 희생인 걸 알게 된 후, 오로지 복수만을 위한 검귀가 되었다. 마침내 서대륙을 지배하는 돌칸 제국을 무너뜨리고, 시산혈해 위의 괴물이 되었을 땐, 다가온 죽음을 겸허히 받아 들였다. 그런데! 14살, 과거로 돌아왔다! 그래, 이건 후회뿐이던 과거를 바로 잡을 기회다. 이번 생엔 두 번 다시 내 사람들을 잃지 않겠다! 후작가의 역대급 막내아들의 통쾌한 회귀 스토리가 시작된다!!",src/img/후작가의역대급막내아들.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2022-03-13 00:00:00')]"
주인공의 여동생이다,,"로맨스,드라마",월,132,"[3.1, 76]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.7, 4.3, 4.2, 4.0, 4.0, 3.7, 3.7, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",77,"['a', 'b', 'c']","얼마전까지 나에겐 도저히 이룰 수 없을 것 같던 소원이 세 개 있었다. ‘실종된 큰오빠가 돌아오게 해주세요.’ ‘작은 오빠가 균열 짐꾼을 그만둘 수 있도록 각성하게 해주세요.’ ‘막내 오빠는…눈을 떠주기만 한다면…’ 더는 바랄 것 없이 행복만 가득할 거라고… 그렇게 생각했는데…! “큭… 내 안의 어둠을 숨기기 위해 10년만 놀 테니 조금만 더 고생해라, 막내야!” 큰오빠는 중2병을 얻고 돌아왔다. “형이 10년만 논다니까 나도 10년만 놀게!” 작은오빠는 각성한 채로 미래에서 회귀했다(고 주장한다). “신의 총애를 받는 고귀한 혼을 모실 기회를 주마, 멍충한 돼지야.” 막내오빠는… 생각만 해도 골치 아프니 넘어가자. “이 밥버러지 식충이들! 당장 나가서 일하지 못해!” 더는 바랄 것이 없는 소녀가장 이보배의 앞길엔 행복이 가득할 수 있을까?",src/img/주인공의여동생이다.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2022-10-07 00:00:00')]"
상사의 청혼,,"로맨스,드라마",월,23,"[5.0, 3]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",58,"['a', 'b', 'c']",상사의 청혼,src/img/상사의청혼.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-07-02 00:00:00')]"
달빛이 내리는 검,,"판타지,로맨스",월,2,"[1.0, 5]","[5.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45,"['a', 'b', 'c']","천한 무희 출신 어머니의 죽음과 함께 12살에서 성장이 멈춘 5황녀 유리. 쭉정이 황녀로 불리는 그녀는 황궁 구석에서 숨죽여 살던 중, 제국 서북부의 주인이자 살인귀로 악명이 높은 흑왕의 4번째 신부로 정해진다. 3명의 황녀를 신부로 맞이했지만 연달아 죽음을 맞이해 신부 잡아먹는 귀신이란 별칭도 가진 흑왕과의 혼인. 과연 이것은 유리 황녀에게 기회일까 아니면 또 다른 절망일까?",src/img/달빛이내리는검.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-10-26 00:00:00')]"
이번 생은 가주가 되겠습니다,,"판타지,로맨스,한국",월,1410,"[4.5, 372]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.3, 4.3, 4.3]",146,"['a', 'b', 'c']","“…한번 해 보자. 내가 가주가 되는 거야.” 제국에서 제일가는 가문, 롬바르디의 사생아로 환생한 피렌티아. 게다가 이 가문은 막대한 부는 물론 외교와 문화까지 통달한 말그대로 제국의 역사 자체! 금수저 오브 금수저 인생 당첨! 앞으로는 탄탄대로일 거라 생각했는데…. 아버지는 돌아가시고, 친척들은 문전박대, 거기다 그 잘나가던 가문까지 쫄딱 망해 버릴 줄이야!! 분통을 터트리며 술을 조금(?) 많이 마시며 돌아가는 길, 마차에 치여버리기까지! “이건 해도 해도 너무하잖아….” 하지만 원망도 잠시, 눈을 뜨니 일곱 살로 돌아왔다?! 사랑하는 아버지를 다시 보는 것도 믿기지 않는데, 내가 아버지와 가문을 살릴 수도 있다고? 거기다 회귀 전 가문의 원수, 2황자가 대형견마냥 졸졸 쫓아다니기까지?! 좋아, 이렇게 된 거 2황자도 가문도 다 내 거다! 환생에 회귀까지, 인생 3회차 피렌티아의 가주되기 프로젝트!",src/img/이번생은가주가되겠습니다.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2021-03-01 00:00:00')]"
최애 구원 소녀,,로맨스,월,13,"[2.5, 13]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37,"['a', 'b', 'c']","긴 입원 생활의 위로였던 노래를 흥얼거리는 ‘이여주’에게 휴대폰 영상 속에서만 보던 아이돌 스타 ‘박재하’가 말을 건다. “내가 도와줄게. 수술비가 필요한 거지?” 그렇게 ‘여주’의 생명의 은인이자 최애가 된 ‘재하’. 그러나 5년 후, 그는 극단적인 선택으로 생을 마감하고... 충격에 빠진 ‘여주’는 그를 살려달라 별똥별을 향해 소리친다. 소원이 이루어진 걸까, 그녀는 7년 전으로 돌아가 당시 탑 아이돌이자 오디션 프로그램 <나는 최강 아이돌>의 심사위원 ‘장보란’의 몸에 빙의하는데... 오디션 참가자 중엔 연습생 '박재하'가 있다! “당신이 날 구원해 준 것처럼, 이번엔 내가 당신을 구할 거예요.”",src/img/최애구원소녀.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-08-28 00:00:00')]"
마녀의 딸이 남주의 저주를 풀면,,"판타지,로맨스",월,24,"[2.4, 19]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50,"['a', 'b', 'c']","남주에게 야수가 되는 저주를 건 마녀. 의 수양딸로 빙의해버렸다! 마녀와 함께 남주를 괴롭히다가 죽고 싶지는 않으니, 남주를 지극정성으로 보살폈는데… ""부탁이야, 나를 두고 가지 마."" ""네, 네?"" ""네가 그랬잖아. 네 말만 잘 들으면 먹여주고, 재워주고, 잡아먹어 주겠다고. 네가 나를 버린 후에도 나는 그 말만 생각하며 버텼어."" 버려요? 제가요? 누구를요? 한 마리 흑표범 같은 남주가 내게 애원을 하며 매달리기 시작했다.",src/img/마녀의딸이남주의저주를풀면.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-09-11 00:00:00')]"
계약하시겠습니까?,,"액션,드라마",월,45,"[4.1, 18]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.6, 4.5, 4.3, 4.3, 4.0, 4.0, 4.0, 3.8, 3.7, 3.3, 3.0, 3.0, 2.3, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50,"['a', 'b', 'c']","""회장님을 위한 일입니다. 문제가 됩니까?"" 이 말이 비수가 되어 돌아왔다. 그리고 그날, 난 죽었다. 그리고 난 다시 살아났다. 대한민국 최고의 부동산 투자 회사의 이사였던 윤석에서. 은둔형 외톨이이자 돼지인 김동규로. 좌절도 잠시, 복수를 발판 삼아 다시 일어났다. 기다려. 나를 죽인 대가를 톡톡히 치르게 해줄 테니까. 오늘도 난 윤석으로서 계획하고, 김동규로서 실행에 옮긴다. 복수를 위해서.",src/img/계약하시겠습니까.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-09-16 00:00:00')]"
전직 성녀와 흑막의 비밀 연애,,"판타지,로맨스",월,19,"[2.3, 15]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 4.0, 3.5, 3.0, 2.6, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43,"['a', 'b', 'c']","평범하게 살아가던 휴학생 김지연, 그녀는 친구가 보여주었던 로맨스 소설 <성녀의 꽃>에 빙의를 하게 된다. 절반밖에 읽지 못한 소설 속에 등장했던 아이올라라는 소녀. 성녀인게 분명한 여주인공과 남주인공의 로맨스 속 세계는 자신의 것은 아니다. 그래도 소설 속의 인물이 되었으니 행복할 수 있으리라 생각했다. 소설 속의 주인공이 된 것처럼 그렇게. 하지만 모두가 그녀에게 증오를 던진다. 혐오를 말한다. 여주인공을 괴롭히는 악녀이자 가짜 성녀인 아이올라라고. 그러나 아니었다. 바로, 아이올라 그녀가 진정한 성녀였다. 신의 축복으로 다시 되돌아간 처음의 시작. 그녀는 가족도, 증오하는 사람들도, 성녀의 자리도, 사랑했던 약혼자도 다 필요 없었다. 과거와는 다른 길을 걸을 것이다. ""이 세계가 나를 악녀로 만들려고 해도 상관없어. 난 반드시 살아남아 행복해질 테니까!""",src/img/전직성녀와흑막의비밀연애.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-10-30 00:00:00')]"
레벨업 못하는 플레이어,,"판타지,액션,한국",월,687,"[3.3, 185]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.4, 4.3, 4.3, 4.3, 4.3, 4.3, 4.2, 4.1, 4.1, 4.1, 4.0, 3.6, 3.2]",143,"['a', 'b', 'c']","18세의 나이에 '플레이어'로 각성한 김기규. '탑'을 오르고 '게이트'를 닫으며 인생이 탄탄대로일 줄 알았는데... 튜토리얼을 아무리 클리어해도 레벨1. 1일 1고블린을 해도 레벨1. 5년이 지나도 레벨1. ""누가 알았겠냐고, 이런 플레이어가 있는지."" 그 누구도 몰랐다. 탑을 뒤흔들 레벨1의 역대급 반전 능력을!",src/img/레벨업못하는플레이어.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2021-03-01 00:00:00')]"
뽑기로 강해진 SSS급 헌터,,"판타지,액션",월,169,"[2.9, 103]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.7, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.3, 4.3, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.1, 4.1, 4.0, 4.0, 4.0, 4.0, 3.9, 3.9, 3.8, 3.8, 3.8, 3.8, 3.7, 3.5, 3.5, 3.4, 3.2, 3.0, 3.0, 3.0, 3.0, 2.8, 0.0, 0.0, 0.0]",96,"['a', 'b', 'c']","전 재산을 쏟아부어 헌터로 각성했는데… 전투형 스킬 하나 없는 소통, 인내, 게임 탤런트뿐이라고? 헌터 사무소 영업직 인생은 이제 그만 살고 싶다고 ! 간절히 바라면 이루어지는가! 인생 최악의 날, 우주로부터 최강의 스킬을 얻었다! 클래스를 뒤집는 운빨 갓겜이 시작된다",src/img/뽑기로강해진SSS급헌터.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2021-10-01 00:00:00')]"
가짜는 진짜가 되기를 바라지 않는다,,"판타지,로맨스",월,39,"[2.4, 18]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 2.3, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",62,"['a', 'b', 'c']","""내 자리는, 처음부터 없었구나…."" 가짜 공녀라 손가락질 받으면서도 가족들의 인정을 받기 위해 헌신했지만, 모두에게 배신 당한 프시케는 진짜 공녀를 살해하려 했다는 누명을 쓴 채 죽음을 맞는다. '내게 다음 생이 주어진다면, 절대로 이렇게 살지 않을 것이다.' 마지막 순간 떠올린 생각 덕이었을까. 프시케가 눈을 뜨자 진짜 공녀가 돌아오기 전 과거로 돌아가 있었다. '당신들에게 휘둘렸던 모든 시간이 후회돼.' 다시 주어진 삶, 운명의 굴레에서 벗어나 가문이 아닌 나 자신을 위한 삶을 살겠다.",src/img/가짜는진짜가되기를바라지않는다.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-04-14 00:00:00')]"
남주가 내 후원을 좋아해!,,"판타지,로맨스",월,15,"[2.9, 15]","[5.0, 5.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",39,"['a', 'b', 'c']","내가 지금까지 한 잘못이라고는 시청자 수 0따리인 게임 스트리밍 방송에 열심히 후원한 죄 밖에 없었다. 그런데 겨우 그거 가지고 나한테 이런 시련을 주는 건 너무 가혹하잖아! “꾸물 거릴 시간 없어!” “아, 좀 기다려봐! 방어구 구입하잖아요!” 떨어져 버렸다. 그것도, 내가 보던 스트리밍 방송 속으로. *** 최지혁은 S급 던전 보상으로 나온 소원권을 노려보았다. 같이 들어온 헌터들을 빼돌리면서까지 얻은 아이템이었다. 아무리 이 아이템이 세계의 멸망을 막든, 제 목숨을 걸고 얻은 아이템이건 상관없었다. 죽더라도 저를 비참하게 버려버린 빌어먹을 성좌의 얼굴을 봐야겠다고 생각했다. 그런데 그 빌어먹을 성좌가 겨우 20대 초반으로 보이는 여자애일 줄 누가 알았겠는가. “채유라.” 평생 평범하고 평화롭게 살아온 그녀에게는 미안하지만 안타깝게도 그는 절대 그의 성좌를 놓아줄 생각은 없었다. “너에게 있어서 내가 제일 중요하다고 말해.” 적어도, 그가 세상의 끝을 볼 때까지는. “어서.” #성좌여주 #화신남주 #지갑전사여주 #환율깡패여주 #회귀남주 #악바리남주 #차원이동 #레이드물 #액션개그판타지표지",src/img/남주가내후원을좋아해.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-11-29 00:00:00')]"
사랑받는 막내는 처음이라,,"판타지,로맨스",월,223,"[4.3, 66]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.7, 4.5, 4.5, 3.7, 1.0, 0.0, 0.0]",37,"['a', 'b', 'c']","세계의 멸망을 막을 유일한 희망으로서 모두에게 희생을 강요받는 삶만 99번째. 제발 이번이 끝이길 바랐는데…! ""아가씨가 태어나셨어요!"" 기어코 100번째 삶을 시작하고 말았다. 어차피 또 영웅 취급하며 희생시키겠지. 그렇게 생각했는데, ""무사히 태어나줘서 고맙구나"" ""언니가 다 구해주께!"" ""우리 막내 웃는 얼굴 나한테도 보여주면 안 될까?"" ""아기야, 나 보고 싶었어?"" 이번 생은 조금… 이상하다?",src/img/사랑받는막내는처음이라.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2023-12-01 00:00:00')]"
뒤끝작렬,,"드라마,한국",월,118,"[4.0, 85]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.6, 4.6, 4.5, 4.4, 4.4, 4.3, 4.3, 4.3, 4.3, 4.3, 4.3, 4.2, 4.1, 4.1, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.9, 3.8, 3.8, 3.8, 3.7, 3.7, 3.7, 3.4, 3.1, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.3, 2.3, 2.3, 2.0, 2.0, 2.0, 2.0, 2.0, 1.8, 1.7, 1.6, 1.4, 1.4, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",166,"['a', 'b', 'c']","""“야, 착각하지마 난 한번도 널 동생으로 생각한 적 없어 주제를 모르고” 가슴을 파고드는 비수였다 한명우 명석한 두뇌와 재벌가의 자식이었다 다만 하늘은 모든 걸 주지않았다 불치병 수준인 선천적 심장병 이를 악물고 인정받기 위해 최선 또 최선을 다했다 그러나 아버지인 회장을 비롯해 식구 그 누구도 진심으로 대하지 않았다 그러던 그가 급작스런 사고를 당했다 그리고 치명적인 부상을 당한 대학생 김철민의 몸으로 들어갔다 건강하다 아니 건강하다못해 넘친다 잘돌아가는 머리에 체력까지 이제 두 마리 토끼를 잡으러 간다 꼭 두 마리 토끼여야 했다 """,src/img/뒤끝작렬.png,,,"[Timestamp('2024-04-07 00:00:00'), Timestamp('2021-03-08 00:00:00')]"
