이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
황후귀환,naverseries,리틀마맷,joo,순정,완결,월,14,9.2,109,5화,"사랑하는 남자, 황제 황윤찬을 위해 모든 것을 바쳐 황후가 된 서란하지만 돌아오는 것은 버려진 폐후의 자리와 비참한 죽음뿐이었다비참한 최후에 신에게 간절히 바라니 눈을 뜨니 그곳은 황윤찬을 만나기 전, 자신의 과거였다 신이 주신 단 한번의 기회 과거의 일들은 모두 내 안에 사무쳐 있으니, 절대 그때와 같은 일을 반복하지 않을 것이다 아니, 내 이번 생에는 반드시  복수하고 말리라접기",https://series.naver.com/comic/detail.series?productNo=4975610&sortOrder=DESC#priceInfo
유일무이 로맨스,naverseries,두부,두부,순정,완결,21일,679,9.9,161,9화,평범한 취준생 공유일의 일상에인기절정 탑배우 탁무이와 아이돌 류민이 침범해오기 시작했다 사심가득 탑스타♥접기,https://series.naver.com/comic/detail.series?productNo=3337990&sortOrder=DESC#priceInfo
주작의 귀환,naverseries,comicloft,comicloft,드라마,완결,수,1,9.0,59,5화,인간과 요괴가 공존하는 혼돈의 시대주작의 힘을 이어 받은 도술사 현호와 호기심 많은 여우족 도련님 백화랑은 세상을 여행하며 인간의 이런저런 모습을 경험해 보려 하는데……앞으로 여정에서는 또 어떤 사람과 사건을 만나게 될까?옛 연인 주작을 되살리기 위한 요괴 해결사 현호의 여행이 시작된다접기,https://series.naver.com/comic/detail.series?productNo=5848818&sortOrder=DESC#priceInfo
원수를 사랑하라,naverseries,정윤,태건,순정,완결,화,282,9.8,102,7화,"고생 끝, 인생 리셋 도 못했는데 과거를 들키다?늦깎이 대학생 배연희의 고군분투 캠퍼스 로맨스",https://series.naver.com/comic/detail.series?productNo=4480115&sortOrder=DESC#priceInfo
해귀,naverseries,알파A,알파A,소년,완결,28일,10,9.7,90,8화,어느 날 갑자기 한마을을 덮친 해귀들 해귀에게 엄마를 잃고 살 길을 찾아 마을 밖으로 도망친 주인공 한천은 엄마가 사실 해귀에게 죽은 것이 아니고 먹이로 납치당했다는 사실을 알게 된다 한천은 끌려간 엄마를 구하기 위해 위험한 길을 떠나게 되는데접기,https://series.naver.com/comic/detail.series?productNo=5786969&sortOrder=DESC#priceInfo
무서운게 딱좋아!,naverseries,이동규,이동규,소년,연재중,토,32,9.8,124,122화,"90년대 생이면 누구나 아는 추억의 공포 만화 <무서운게 딱좋아>당시의 독자들이 선정한 베스트 of 베스트 에피소드들을 모아, 2021년 웹툰으로 돌아왔다 접기",https://series.naver.com/comic/detail.series?productNo=6523393&sortOrder=DESC#priceInfo
랜덤뽑기로 신이 되다,naverseries,ASK studio,ASK studio,소년,완결,5일,5,6.4,283,5화,신이 된 건 좋은데? 랜덤뽑기라니잘난 것이라고는 하나 없는 있어도 없어도 티가 나지 않는남들한테는 찌질이라고 놀림당하는 평범 아니 평범이하의 학생 최일영찌질해보이는 학생이지만 사실 최일영은 남들은 모르는 비밀이 있다첫번째는 엄청난 재벌 가문 자손이라는 것두번째는 더 깜짝놀랄 비밀이다 바로 신으로 간택 받았다는 것신은 신인데 좀 꺼림칙하다 대단한 능력을 인정 받은 것이 아니라그냥 옥황상제의 제비뽑기로 신이 된 것이다 자신도 모르게 신으로 간택된 최일영하지만 그 배경에는 엄청난 비밀이 숨겨져 있었는데랜덤뽑기로 신이된 고등학생 최일영의 모험이 시작됩니다접기,https://series.naver.com/comic/detail.series?productNo=4784322&sortOrder=DESC#priceInfo
엘리시온의 신부,naverseries,왕보라,팀01A3,순정,완결,화,18,8.8,50,2화,"[남성만 존재하는 세계, 엘리시온 그곳에서 내 남편이 될 사람은 누구?]주인공 유이나는 편의점에 가던 길에 갑작스럽게 엘리시온이라는 세계에 소환된다엘리시온은 남자들만 태어나는 세상, 번식을 위해 여자를 다른 세상에서 소환(납치)하여 여신처럼 받드는 세상초능력, 정치, 모략질이 판치는 낯선 곳에서 유이나는 어떻게 살아남을 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=6741992&sortOrder=DESC#priceInfo
최애에게 들켜버렸다,naverseries,Lv,Lv,순정,완결,목,11,7.0,155,5화,"하필 나의 최애에게 보여서는 안 될 그림을 들켜버렸다?마이너도 한순간에 메이저로 만드는 홍예림아이돌 연습생 남도윤에게 입덕하다겉보기엔 소심하고 낯을 가리는 그녀이지만,실상은 ‘예화’라는 닉네임을 가진 유명 그림러이다반면, 데뷔는커녕 인지도마저 바닥인 남도윤‘예화’의 SNS 게시물 덕분에 갑작스럽게 화제의 중심에 서지만그림 속 자신의 모습이 영 마음에 들지 않는데…‘예화’를 직접 찾아내 담판을 지으리라 결심한 남도윤과이 사실은 전혀 모른 채 열띤 작품 활동(?)에 몰두한 홍예림온라인과 오프라인을 넘나드는 두 남녀의 추격전이 시작된다접기",https://series.naver.com/comic/detail.series?productNo=6181936&sortOrder=DESC#priceInfo
리프루터,naverseries,ILZI,ILZI,드라마,완결,수,20,9.7,63,4화,"아이들을 납치해 사라졌던 전대미문의 유괴범이 다시 나타났다…조용한 마을에 새로운 이주자 '아지'는 과거 유괴범과 유사한 외관을 지난 '빈센트'에 주목하게 된다그러던 어느 날, 마을에 유괴범이 새로 나타나게 되고 증거는 '빈센트'를 향하는데…선택의 계기를 배달하는 운명의 대리인 전달자 빈센트와 운명에서 벗어나고자 하는 소년 재키의 미스테리 스릴러 판타지접기",https://series.naver.com/comic/detail.series?productNo=4036822&sortOrder=DESC#priceInfo
육궁에 부는 바람,naverseries,다미,목효,순정,완결,수,7,8.8,69,5화,"나에겐 너 하나뿐이었는데, 그마저도 거짓이었어? 이 천벌 받을 놈단 하나 소중했던 약혼자마저 이복여동생에게 빼앗긴 류려아는 그대로 과거 시대로 넘어가게 되었다 그런데 넘어간 과거 시대에도 똑같이 이복 여동생인 류소이에게 모든 것을 빼앗긴 상태라고?이제 더는 네 술수에 놀아나지 않을 거야류려아는 더이상 멍청하게 당하고 있지만은 않겠다 다짐하며 유약했던 자신을 벗어던지며, 새로이 비상한다과거로 넘어간 려아는 이번에야말로 보란듯이 행복해질 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=5353831&sortOrder=DESC#priceInfo
짝사랑 동아리,naverseries,,서글,드라마,완결,수,14,8.9,91,6화,"[너, 짝사랑 어디까지 해봤니? 우리한테 말해줘]""여름이는 한번도 내 걱정 해본 적 없고앞으로도 그럴 일 없겠지하지만 아무리 여름이를 무시하려 다짐해도그럴 수 없어혹시 알아?이런 식으로 얼굴 보다보면 다시 예전으로돌아갈 수 있을지도 모르잖아?""처음에는 이런… 이상하고 쪽팔리는 짝사랑을 하는 사람은 나 혼자인 줄 알았다하지만 불행하게도 나같은 사람들은 더 있었고 더 불행하게도 우린 친구가 되었다심지어… 이 불행한 자들은 정기적으로 모이는 동아리도 만들었다접기",https://series.naver.com/comic/detail.series?productNo=5107969&sortOrder=DESC#priceInfo
사업왕 심길후,naverseries,신혁,신혁,드라마,연재중,화,3,9.6,139,63화,청년 사업가 심길후의 좌충우돌 사업 성공,https://series.naver.com/comic/detail.series?productNo=10614200&sortOrder=DESC#priceInfo
이츠마인,naverseries,럭스,럭스,드라마,완결,수,416,9.9,158,8화,"""어떻게 해야 널 지킬 수 있을까, 다정아?"" 10년 뒤 다정이가 죽는다는 메시지를 본 요한, 과연 그는 그녀를 지켜낼 수 있을 것인가접기",https://series.naver.com/comic/detail.series?productNo=3386748&sortOrder=DESC#priceInfo
아도나이,naverseries,주동근,주동근,소년,완결,63일,95,9.2,192,9화,"외계인을 믿는 사이비종교 심층 취재기이 종교, 알면 알수록 위험하다",https://series.naver.com/comic/detail.series?productNo=4110463&sortOrder=DESC#priceInfo
복학왕,naverseries,기안84,기안84,드라마,완결,목,2654,8.5,355,20화,패션왕 우기명이 돌아왔다즐거운 대학 생활? 과연?,https://series.naver.com/comic/detail.series?productNo=2162319&sortOrder=DESC#priceInfo
전처의 유혹[개정판],naverseries,극천운만,극천운만,순정,시즌 휴재,목,4,8.5,58,5화,"이 남자는 원래 언니와 사랑하는 사이였다 그리고 나는 이 남자를 몰래 짝사랑했었는데 3년 전, 언니가 외국으로 떠나게 되었고 나는 아버지의 유언대로 언니 대신 유 씨 집안에 시집을 왔다 내 결혼 생활은 유 씨 집안에서 무시당하는건 일상이었고, 남편이라는 사람은 나를 원하지 않을뿐더러 심지어 대놓고 다른 애인마저 집에 들이고 있다그러던 중, 외국으로 떠났던 언니마저 돌아오게 되는데…접기",https://series.naver.com/comic/detail.series?productNo=4717797&sortOrder=DESC#priceInfo
박씨가 없어서요,naverseries,,김강,순정,완결,수,8,9.7,52,3화,"알바하러 가던 중, 도로 위에 힘없이 늘어져 있는 제비를 본 신유지 귀찮은 일은 딱 질색이지만, 다친 제비를 차마 지나치지 못하고 상처까지 치료해주며 보살핀다하지만 현실은 내 한몸 감당하기도 빠듯한 취준생인지라곧 제비를 돌려보내고 마는데…“행여라도 다시 올 땐 절대로 박씨 잊지 마…”그대로 산신령에게 날아간 제비는 자신이 은혜를 갚을 수 있게 박씨를 달라고 부탁하지만,때는 이미 21세기 은혜 갚을 박씨도 씨가 말랐다""그럼 저는 어떻게 해야 하죠?""“박씨는 무슨, 그냥 몸으로 때워“과연, 제비는 무사히 유지에게은혜를 갚을 수 있을까?박씨가 없어서 몸으로 때우러 온 앙큼발칙 제비의 본격 은혜 갚기 프로젝트접기",https://series.naver.com/comic/detail.series?productNo=5995604&sortOrder=DESC#priceInfo
절세반지로 최강 고수,naverseries,요경,열동문화,무협,시즌 휴재,금,8,7.6,68,5화,"세상에 쓸모 없는 물건이란 없다 둘 곳을 잘못 찾은 물건만 있을 뿐 주인공 모용빈는 모용 세가의 소가주로서 돌아가신 할아버지를 위해 5년 동안 경야를 지켰다 하지만 5년이 지나 세상 밖에 나와보니 소가주의 자리는 이미 사촌에게 넘어갔고, 여동생도 행방불명 되는 둥 5년 전과는 많은 것이 달라져 있었다하루 아침에 모든 걸 잃고 없는 죄를 뒤집어쓴 채 허드렛간에서 쓰레기를 치우는 일을 하게 된 모용빈하지만 할아버지에게서 받은 힘은 점점 반지의 형태가 되어 가고, 반지는 점점 많은 능력을 발휘하게 되는데쓰레기를 자신의 힘으로 전환하여 무공 수련을 할 수 있다고?반지의 신비한 힘으로 무예의 최고봉을 노린다접기",https://series.naver.com/comic/detail.series?productNo=5251815&sortOrder=DESC#priceInfo
마녀 어머니와 좀비 아들,naverseries,시뉴라,시뉴라,드라마,완결,월,5,9.5,87,20화,"영생을 사는 마녀와 몸이 썩어가는 그녀의 아들, 특별한 모자의 이야기",https://series.naver.com/comic/detail.series?productNo=9990107&sortOrder=DESC#priceInfo
특수요원 무림으로 가다,naverseries,,도료,무협,시즌 휴재,토,5,7.2,117,5화,"특수요원인 하륜은 어느 날 조직에게 배신을 당하고 죽음을 맞게 된다 눈을 뜬 그 앞에 나타난 NPC 비천, 그녀는 그에게 시스템 세계인 구황세계에서 새로운 삶을 시작하라고 한다 단, 그에게 주어진 임무를 완수해야 그 세계에서 살아남을 수 있다고 하는데… 주어진 임무, 수련을 통해 늘어나는 실력, 그는 구황세계에서 무사히 살아남을 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=4784687&sortOrder=DESC#priceInfo
고수,naverseries,류기운,문정후,무협,완결,21일,27486,9.7,236,20화,<용비불패> 최강의 콤비가 무협의 전설을 다시 쓰다 천하제일의 고수 강룡 그리고 수많은 다른 고수들의 이야기,https://series.naver.com/comic/detail.series?productNo=1940031&sortOrder=DESC#priceInfo
민간인 통제구역,naverseries,OSIK,OSIK,드라마,완결,28일,103,9.9,74,8화,GP 그 이면에 감쳐줘 있던 차마 말하지 못했던 이야기들,https://series.naver.com/comic/detail.series?productNo=4701693&sortOrder=DESC#priceInfo
마계인섬,naverseries,초,초,드라마,완결,63일,36,9.9,83,14화,"<용이산다> 초 작가의 새로운 일상판타지 10년 전, 대한민국 바다에 갑자기 나타난 ‘마왕의 성’두려움의 대상이었던 그 곳은 ‘매직랜드’로 불리며 세계적인 테마파크가 된다인간들의 우려와는 달리, 그곳을 운영하는 마왕 ‘퀴록’과 마족들은 평화로운 공존을 위해 노력하며 살아가고 있다그러던 어느 날 그들의 평화로운 매직랜드에 변화가 찾아오는데…접기",https://series.naver.com/comic/detail.series?productNo=5922228&sortOrder=DESC#priceInfo
나 혼자 자동사냥,naverseries,블랙시드 엔터테인먼트,다넛,소년,완결,금,54,8.8,93,5화,‘균열’을 통해서 이세계로부터 몬스터가 습격해오는 대한민국 몬스터를 사냥해서 막대한 보물을 얻는 ‘사냥꾼’은 지금 세계에서 가장 선망받는 직업이다 평범하게 고깃집 직원으로 하루하루 성실하게 일하는 오유성은 마치 게임의 MMORPG의 ‘자동사냥’ 기능같이 자신의 눈앞에 뜬 ‘자동사냥’ 버튼을 누르기만 하면 자신이 기계적이고 완벽한 육체능력과 체술을 구사하여 몬스터를 사냥할 수 있는 기연을 얻게 되는데…접기,https://series.naver.com/comic/detail.series?productNo=4445115&sortOrder=DESC#priceInfo
말하는대로,naverseries,무브,무브,드라마,완결,28일,13,9.5,30,2화,"꿈도 목표도 없이 하루하루를 살아가던 평범한 고등학교 3학년생 주현 어느 날부터 갑자기 그녀가 말하는 모든 것들이 실제로 이루어지게 된다특별한 능력을 가지게 되었지만, 그만큼 말하는 것이 편하지만은 않은데 그녀의 평범하고 반복적이던 일상이 조금씩 뒤틀리기 시작한다접기",https://series.naver.com/comic/detail.series?productNo=5742331&sortOrder=DESC#priceInfo
